id,label,tweet
11578,1,need aicles like positive narratives
20635,0,thankful thegoodboxph helping fitness goals 158lbsâ
1173,0,childrens day lets make today special kids ages
861,1,black professor makes assumptions entire race whilst speaking entire race next week jewsâ
24624,1,go take anti meds
9600,0,thankful able see thankful positive
22865,0,hi celpidri yesterday first live show amazing people â
15037,0,excited read
21284,1,guy lunatic angryignorantand vicious man
16927,0,bihdays always special reflection ones journey begins thank beautiful wishes htâ
11341,1,waiter black himselffor fuck sakesstop looking fucking every rockâ
2797,1,education public servants critical pa path forward true
18292,0,got blocked nice _
19293,1,ifyousawinyouwhatisee would believe accusations regarding father
31611,0,77 days 16 captains practices 1 new pair trainers 1 new pair flats whooooole lotta miles til xc ððð câ
17126,0,creative time management fathers day via
8432,0,impressed indigenous plants stock universitys nursery gardâ
10351,1,cuomo paladinos racist ugly comments obamas embarrass new yorkers politics câ
15899,0,going use hair throughout whole pregnancy staing friday itll first time buying herð amourjayda
1080,1,fn seeking rid antisemitic xenophobic image majority sympathisers still describe theâ
15387,1,allahsoil clintonâs âinvisible hand jobâ championed conservatives right â ââ
436,0,â brexit angst factor helping drive interest rates germany japan bbh blog silver gold â
26974,1,person rehired shame claycountydevelopmentcorp pamelaramseytaylor
5511,1,trump campaign official wants michelle obama âlet looseâ live african apes notmypresident
5414,0,allot hdyf ebone indiegogo innocentface click watch â
1542,1,allahsoil muslims hate america emiratis 2016in4words
3628,0,time alive momma always said worry everything okay tonights news proved right
11805,1,qualifications trc professor bozzoli highereducation southafrica
7064,1,mexican language dude obvious back trump said loves uneducated bigot trumpworld
14782,1,also free marry like live like apaheid fascism
13660,1,incredible content beforesex
28450,1,mark levin reveals âmissing historyâ democratic pay via
1630,0,happy weekend ðâ cycle cycling bicycle weekend uk
12113,1,empress regnant distant prospect japan despite gender equality law feminism equality asia news
13081,1,best think ive ever heard nicola sturgeon true
5343,1,trump ally made remarks towards obamas dec 24 952 et
19317,0,healthy lunch ð weightloss weightwatchers lunch
19517,1,men think misogyny issue way white people think issue try listening insteadâ
22380,0,missing youð hangout qualitytime longtimenosee loveâ
26638,1,perfect timing tweet staup
29204,0,feeling lately haha determined positivity positivevibes mindfulness selflove
14983,0,avoid nuclear meatloaf marriage catastrophes relationships newlywedprobz
24516,0,drawing lonely thinking drawing pencil pencildrawing lonely emotional
8668,0,day today heading love food foodfestival newcastleemlyn
23893,0,lt3 listen beautiful best friend singing amazing voice lt3 lt3 lt3 lt3 3
22179,1,lesson history choose carefully main l king malcolm x reconciliation vengeance blacklivesmatter lgâ
22568,1,cpcldr elxn42 enabled mps make statements great altright work cpc cdnpoli
7262,1,michelleobama hated women america today get facts straight oprah
4205,1,clear yall good reason hand keys goon yet
552,0,time get happy saturday ð saturday weekend
11516,1,latest indigenous remote daily thanks justjustice
10756,1,barack obama gets real faced office via
8417,1,economicsanctions russia cuba china none whiteprivilege whitesupremacy 2017 roughwaters
2895,0,fathersday greeting son tristan small things fill lives withâ
4416,0,feeling good today
30243,1,always amazed number excellent black athletes want play racist schools racist states ncaa
30081,1,vestal newyork pupil suing school district alleged classroom incident usa
28164,0,guess arrived ð thanks loveit giftfriday treatâ
7580,1,really lovely company petous well done antisemitism misogyny
28647,0,iâm pa radishandroid launch coming 615 presign via
31247,0,havent actually read whole mag toilette read post gym tonight blitzaztecs
2167,1,techjunkiejhâthe daily showâ unpacks blackwomen asianmen datingapps â
24490,0,trying rogue legacy youtube games gaming keepgoing
30086,0,check facebook amp instagram information youth conference service project pressforward
24210,0,sad sad sad good luck little boy âï
21648,1,really think exaggeration ill keep sharing every time comes back around trump vote â
8548,0,mornings read page 349 edfringe thepictureofdoriangray
9466,0,still believe babies 6 months old week ð furriday cute cats kitten catsoftwitter
13082,0,seeing good reviews feedback timeline people na nakapanood na ng conjuring 2 today wannnn watchhhh pero wala upod
2237,1,travelled canucks game sad disappointed oiler fans sad cheer team
4365,1,2017 â make fakequity greater via racialequity
9286,0,popsy amp little ready 10minutestogo
19222,0,customers htc10 along mumbai pursuitofbrilliance
9417,1,âï âcharles paladinos racist comments spark calls resignationâ
31810,0,pa represents proud filibuster live stream
18760,0,last 2 years ive gone size 12 14 size 10 progress confident ð
5874,0,shocking video couple attacking vehicle yesterday news hot weather makes people roadrage
16629,0,another great thought
26261,1,naked woman mo fo sex
17083,0,selfiebeforheadingoutfelfordbestfriendeverloveher
6306,1,tell jeffery beauregard quit foolin around come pick hood amp sheets saturdaâ
23604,1,blacksupremacist finally gets supremely called maga via
25529,1,top stories featuring christmas
12743,0,datsyuk always favorite red wing man one year ð goingtomisshim
13740,1,allahsoil islamophobia serves empower extremists emiratis 2016in4words
15279,0,146632324152 update social analytics entrepreneur swim ocr gym
13679,0,bihday sexy girl wetpanty
14668,1,carlpaladino forever loyal city buffalo real class act buffaloâ
11628,0,motorcycle club event motorcycle club event bike biker fashion moment motor manâ
8427,1,cannot address issues fair trade fresh h20 much violence better 2017npr
22001,1,ya prince charles issued veiled warning trump return dark days 1930s princecharles
6284,0,third wheeling cold stone right used buy one get one free coupon
30346,0,eyes lie say â Â instapic instamoment today wednesdayâ
3270,0,petal polar bear climb racing angry polar bear climb racing polar bear living cold places lookin
9825,0,looking forward podium finish year whats view gogogo
2785,1,happy newyear sameshitnewyear corruption trump terrorattack fundamentalism violence isis crisis hatred murder terrorism
29256,0,patch adams happy act patchadams
2424,0,udtapunjab wants aap accept role making film want show underbelly need political pay
2568,1,chick gets fucked videos big asses havin sex
17487,0,sometimes life hard alone sometimes good alone life
6660,0,ive contacted customer services via email times missing points couple months agâ
8363,0,always friends stop
31041,1,opposed negligence hatred injustice climatecrimes ecocide let trump kâ
28616,0,happy âððððð smile
30861,1,trafficking amp profit use word nigger sell music
23323,1,last retro christmasadve year whilst love good bit tupperwear wantâ
14298,1,might going hell surprised versace
10868,0,obama utilizing terrorist attack killed 50 americans push agenda
31211,0,assam poachers kill rhino state forest ministerâs presence via sicktomystomach
31692,1,7 ways facebookâs repoingsystem fails communitystandards users blacklivesmatter
14802,0,great poster printed stand v5 designed printed
6888,0,worst thing quitting smoking fact wanna eat everythingincluding peoples heads ð nicotinewithdrawal
4596,0,2nd conce many summer going awesome psyched see open
27204,0,thank hope weekend great also busy one endall good though sunday x
6380,1,thought factory leftright polarisation trump uselections2016 leadership politics brexit blm 8
5006,1,turn resignation
3944,1,diisgusted perks offered passengers race male crew members flt 43 vs others arnt
28912,1,run thug fool agitator stl
11119,1,easy bigot
26214,0,back fast 3m lunch time run done amp dusted run sweating
15328,0,yah sunday performing 215pm huge stage trafalgar square come amp see us
4644,0,arrived training programmeleader scared summer thechallenge
18441,0,amazed people still heroworship azharuddin take selfies middle aged women premium character anymore
9477,1,ufc pay amanda nunes amp still champ whopped ronda rousey less payday 3 mil 100k
15326,1,advocate kumbaya world like antisemitism motivate us single purpose intellectual competitiveness
1587,1,talking makes racism worst logic talking talking racism makes worst makes worst
21194,0,itune accepted vista
8898,1,trump guilty treason theresistance must resist hate naked raygun treason
15540,1,allow defile church misogyny adultery rape bigotryâ
440,0,well back going tacloban see ya lateró¾µâ great â traveling tacloban city catbalogan
27637,0,web search personalised fathers day gbp 800 get shop cool home fun
2089,1,people spit face god meditations â cnn foxnews christians conservative christ
10954,0,np crownprincessvictoria princeoscar princessestelle nationalday ð 060616 cute love
21215,0,googledoodle gorilla simulator need adapt environment need tear city
22752,0,summer means good vibes try keep smile day see good things life
10060,0,pour much milk cereal half gets soggy eat tragedies angsty
8452,1,comes supermistict douchebag poke nose sme burninhell
11295,1,porn video smoking porn fetish
17636,1,black dad puts baby mama blast takes biracial daughter get braids
22658,1,calls carlpaladino step knows spew consequences ð
30127,0,mom gave trampoline away without even asking með
3048,0,rightnow sat depaures lounge waiting flight london see myâ
20423,0,helluva sta able recognize makes lucille ball
31502,1,also love usa hea suppo trump hates half theâ
20554,1,opinion rife lgbt community gay people demand equality discriminating
5917,1,rupemurdochs empire growing many people employed whoever pays bills masterð
4166,0,mama one kind cancer free five years officially released one oncologists making 1000gifts
1065,0,say ð selfie freetime smile instaviÃa sonrisa ust olivar viÃa del mar
4820,1,trumps allies r unstoppable obama via christmaseve
10814,0,pain nails like month
22065,1,hes unamerican fact
8627,1,expressions misandry misogyny ie power pa marginalized groups live w fear
26561,1,neogaf today another attack japanese chinese claims racist
5038,1,familys horrible attack thegreenpalmcottage plettenburgbay westerncape thyini thiza want tâ
10489,0,true teens poems ness quotes hu alone lost brokenquotes brokenâ
19477,0,freezing everywhere believe cold kzn isâ
20641,1,tyler perry says backlash tlc show reverse racism
25932,1,josephjett advocate kumbaya world like antisemitism motivate us single purpose intellectual competâ
17858,1,thought factory leftright polarisation trump uselections2016 leadership politics brexit blm 12
16001,0,keep filling side
18372,0,today finally got hands ticket cannot wait next week glastonburyfestival
11356,1,hitler called
23917,0,id love try real deal closest starbucks chai natgeotravelchat
2459,0,huffington post fathers day tale train home seeing
4108,1,may good intentions saying see color missing point colâ
23450,0,everything ive hearing confirms breathofthewild amazing zelda thehypeisreal
4543,0,celebratory afternoon hour marriott hq gobehappy takecare marriottcareers
28543,0,get one booty pic bdaay brah
27716,1,latest eco news day thanks indigenous
4849,0,dinner ready ð dominicanrepublic dr beach sun bavarobeach laplaya girlstrip2016
26872,0,really 2016 shades available makeup shadesofwhite
7078,0,fathers day happy evening dear akka family frndsâââð
29603,1,southsudan provoking neighbours noise scumbag says ever wants uncivilised trash haters
16742,1,nonsensical hatefilled wordsalad wb funny werent sad bigotry notmypresident
18006,0,reductive nut jobs like omar mateen fire gay clubbers islam oppounist islamophobe get
1447,1,need different word altogether defines hatred whites andor men satisfy hateful ppl like
24213,1,racism amp fascism get ratings aampe people resist every time
3937,1,latest science use daily thanks
15982,0,another glowing repo greenfields heywood spos village 3g
7615,0,rest peace stephen keshi
29461,1,burbank california cou rejects citys appeal discrimination case armenian policeman usa
18035,1,shocker soros funded causes matter r ok criticism leftard policies hypocrisy okâ
20139,1,ouch woow sexy
2221,0,excellent final holiday year booked august riga latvia home best nouveau architecture
31342,1,zionism ultraohodox jewish childrens worksheet says nonjews evil
7838,0,sunny sunday ðððð maraton runner running traveler zipaquira bogotadc colombiaâ
21013,0,lovely gorilla simulator need adapt environment need tear city material
22633,1,cologne keep going stupids keep commenting already â 30 donations refugeeswelcome sucksâ
22009,0,utter fabrication probably even believe lies
16152,1,good place sta learning abt one person amp bigot mtvwhiteguys
9190,0,orange new black new season come tomorrow bingenetflixweekend
9555,0,get great news sunday morning one pals ððx ð
5769,0,finally got foxy plushie excitement foxy fivenightsatfreddys fnaf plushâ
27378,0,attacks 11 week old baby kills mother shocking disgusted
26041,1,interterrestrial scifi sciencefiction kindleunlimited 99cents january 2017 kindle
27986,0,really protesters orlando funeral
233,1,hold open door woman shes woman nice thing thats even try deny
28404,1,never mentioned race could care yet bitch called david duke imo shes
10763,1,likely us deploying bc interfering genocide within africa stop killing eacâ
23313,0,chansungsan said likes songs loveletter ð¼
7814,1,come fraud amp documented liar lost base calling nazis brownshi hes pivoâ
11949,0,cannot contain face time buy 2 tiny pairs cowboy boots theâ
11612,1,trump ally wishes mad cow disease death obama unfittobeinpublicoffice ugly reprehensible
14634,0,davey trump dosnt want congratulations fighting hunger watch game hell take
8975,1,pure today cologne everybody looking arabic kettled female friends leave better pics media presented gov
9671,1,ð thats nice urging presidentelect denounce twitter acctâ
6519,1,use phrases like sandniggers acceptable 2 ya hm isâ
21875,1,wheres need reappraise victimhood
26285,1,one proudtobeanamerican moments hannity responds semiretarded
6906,0,sorry practicum got appealing
14324,1,comment â 5 donation tefugeeswelcome â sucks
17318,1,insults get tl jew hating piece shit
24929,1,storyville forever pure football jerusalem â
15269,0,ó¾ moleculef goodtimes
31948,1,balls hashtag say weasel away lumpy tony dipshit
5106,1,says hes ashamed things hes done continues make shameful remarks women hypocriteâ
10946,1,heres racist troll would love spread word
3066,0,fully agree expect failure thats tell ss need model
11289,1,surprise adam saleh
16681,1,italians werent coming country women stoned entered illegally proimmigrant bâ
3340,1,launching politicalmillennial january stay tuned datesletstalkabout climatechange educationâ
5746,0,smiles true smiles fake smile girl monday love lovemylife
31719,1,white girl sex black guy girls nackt video free online
28466,1,misogony spectrum voted
6688,0,218 claims another wear seat belts people shame
23597,1,hiv infection oral sex white girl sex black guy
12710,0,totally deserve finallyawardshowshavetheirheadsonstraight loveyou ððððððâïâïâïâïâï
12008,1,green book sundown towns route66 guide reminder faced travellers us segregation
12054,1,aampe scraps controversial kkk series tv cable disney boycott
20070,0,â mr yen yen breaks 100 intervention possible blog silver gold forex
17512,1,kicking robbiewilliams acting slutty bbc littlemix every time one bats lid men
132,1,people arent protesting trump republican wonthey trump fuhered ampâ
5444,1,society overcome possible end racism happens one person time spirituality
764,1,danger white liberalism oveurning applies liberal men feminism
3291,0,bought wiley fox storm get tomorrow fully joining android world today newworld
29220,0,actually sequester tippytop pathetic
17961,0,really sad people whistling hymn russia euro2016 engrus befair
5437,1,whole russia trump tiesto whiteamerica stupidto realise young progressive countryis gop communism
30123,0,relaxing time ever â japan tokyo tokyolife dream fun friends awesome onsenâ
4130,1,latest african american turmoil thanks blm
15524,1,whiteskinned womans unfair experience india via
21623,1,free girls pic galery girls fucked
10083,0,honored tyðððð welcome time line happy tweeting beyou
18207,1,rise today stories police brutality police
9039,0,seeing came theatre amp staff member heard say need tissue amp gave one thanks ðð
11014,0,haiku bluegrass jealous saw rhonda vincent last night paradise feet still dancing
25007,1,answer replies youtube commentsyou repeat know angry goodluck
30066,0,data gotta finish 12 midnight got downloading aquarium screen savers save one ilovefishies
23538,0,besides exams life good atm
20994,1,defeat ugly prejudice lgbt life business
27022,0,got great little cycling adventure planned tomorrow involves taking bit race ð ðµð¼ðð
28796,1,also upset lost measure useless appendix government thaâ
24005,1,thought factory leftright polarisation trump uselections2016 leadership politics brexit blm 14
13928,1,back open misogyny bigotry childlabor
30272,1,strangely silent idiotic statement surprised twonitwittrumpsuppoers
17806,0,oneplus 3 review via
20905,0,foxnewssunday panel antitrump pundits felt like obviously pathetic attempt sway undecided voters suppoing trump
20381,1,nick cannon speaks systemic via alllivesmatter unboâ
13027,1,irritations like newghostbusters haters indisputably intrusively indecent imitations misogynist whiners
5817,1,evolutions got serious public relations problem even among welleducated need destigmatize factâ
11571,0,done ð thanks god everything ð happy everything take care keep smiling ððð thanks strong
26309,1,retweeted baycat msg hope newyear business end endof2016 tedtalks tedatibm
15931,1,broader phenomenon reemergence race science american intellectual discourse cityjournal
21250,0,hold â brazilian guy boy love face bomdia boatarde
19551,0,sculpted gel nails love nails client rebeccas nails plymouth
29777,0,disappointed hear r helping
17326,0,got see allison boys today
1465,0,quotes latenights crying dness never without criticized
4595,1,whitenationalist leader reveals 5 horrifying hopes america
10195,1,retweet like comment white woman goes rant two hispanic women onâ
14171,0,wait attend
1048,1,todays donkey zionazi proud murdering real palestinian semitic children thats callâ
3829,0,playing craig armstrong hymn 3 music song
27089,0,ready glastonbury weather unpredictable shos amp wellies good call 13 days go
5928,1,emojis inexistence reverse via
25861,0,remaster remaster everywhere
6809,1,carl palladino unfit buffalo school board resign
11596,1,restricted duty like straght jacket padded room look thatblacklivesmatterâ
30160,0,practicing saturday night getuickets
2722,1,trump viewed women explained b michelleobama womensmarch women predatorâ
25273,1,watch one us marine fearlessly take violent angry mob propalestine protesters
2959,0,best greatest lawschool trumpuniversity best brains best memory bestofthebest
2530,0,funnyðððfanepicness leagueoflegends twitch toplane adc gaming lol nerd fun love â
17115,0,celebrate whenwecelebrate russianvodka russian vodka
5311,0,âhappiness often sneaks door know left openâ john barrymore live life happiness open
8951,0,love fetish photography
20350,0,ps mobile_trixs all_pikegs news cricket infofuny follow p0etry girlno friendship follow
14678,0,ppl try find look laughing confused gamergirl cryingonmybeauty f4f myreaction
6023,0,aap congress hell bent vitiating communal harmony punjab bjp leaders
14817,1,koreans amp joseon people japan abuse claims rights rough demo aberdeen
19837,1,lose right 2 call others racist tweet like hypocrite whitegenocide
19123,1,black upenn freshmen added racist social media account âdaily lynchingâ calendar
27905,0,motivationmonday goals impoant ð fitspiration monday goals
28625,0,moving tale orlandounited
5103,1,think w share guarani aquifer water w humiliated little brother
29671,1,black men black women stockholm syndrome
2395,0,awake alive ð saturday ð tea bath vape smoke
2427,0,weekend moodðð weekend familytime fun ilovemylife sole summer ananas moodâ
19339,1,wish black could lots feminists shut amp homophobia
10906,0,todaysshooting really needs stop much hate war
16646,1,carl paladino former trump campaign official unpresidented trump
29769,1,major kind people arenât talking enough via environmental justice
11320,0,wonderful grad weekend lucky girl amazing people life ðâºï mpa graduation psu love
21351,1,preach blm skywilliams preach
2671,0,phew thats good hear hedgehogs
17517,0,boyfriend twitches sleep wakes promised hit anymore
12301,1,black trump suppoer smacks cnn repoer race baiting trump
7315,0,waiting john mccain announce suspending campaign headed orlando solve domestic terrorist câ
20420,1,learned therere men find breast feeding repulsive amp fathers makes sense whatsoever
21148,0,massage found cavs sana hindi na lang natapos massage ko
20360,0,gonna try buy restaurant food week cook home id save least 50 smh
27613,0,amazing weather musical london matilda westend weekend â
690,0,sunflowers nature garden photograpy quality prints amp cards
6926,0,â eurgbp surges fresh 2month high level 07950 blog silver gold forex
27515,0,bihdays level ð bihday bihdaygirl radiology suwon rek masioâ
3492,1,prison officers goaded muslim inmates needed restrained pa game
21016,0,berposeðð holiday meagainbeautywithaynkðð
18510,0,feeling feel lonely even alone ð³ð followme latenight
30024,0,sometimes go bed sleep 12 hours remember tomorrow go schoolðµðµðµðµð school weekend tomorrow
24696,0,florida sucks life right
18112,1,âºwhy illegal show topless photos women legal write comments stopracism facebook
499,1,black amp feel like stomping â retweet tampa miamiâ
23973,0,hmm superficial girls fall things need love amp
28435,1,jeffsessions omits decades records ag confirmation hearing â surprise weasel
24025,1,despite demoralizing 2016 may newyear2017 classism free saga positive newyearseve
5640,0,kscrashcorrectors flcrashcorrectors flcrashcorrectors lopezchiro fathersday lopez family â
30040,0,loved tonights interview two great guys easy fun need bad news weekend
19491,1,save date 142017 sourcenation live wed 8 thependulum newshow policebrutalityâ
12841,1,heard ris2016 clip see quoted tweet props exposing views amp challengingâ
1412,1,shot inside pussy office woman
20064,1,trump media normalizing kkk alternet
21603,1,ny cunt campaign cochair unleashes obamas 2017 wishlist via fucktrump
12826,1,women fair 2016
21094,0,ordered montreal poster canadiangp addtomycollection
30933,1,problem america today dumbism dumb equal oppounity killer dreams
11642,1,woh reading heres joseph boyden reinforced systemic oppression first nations viâ
12152,0,rock beat instacool inspire smile fashion picoftheday photoofthedaâ
8994,1,excellent rambling alt right tcot tlot altright blacklivesmatter ð
30426,1,allahsoil muslims islamic extremists emiratisâ
23879,1,innocent 80snostalgia id love gollybar said every irish kid ever
3934,0,go away ð 29may lastday isoladelba isoladelbaapp isoladelba2k16 laconellabeach sea sun awâ
29093,1,intolerant postbrexit britain history shows better hugh muir hatecrime uk society
28901,1,shopping purge trump products think canadians
30932,1,patriotwatch 342 nooltham 2 eltham refugees auspol asylumseekers rwnj â
18886,1,impossible hateful someones skin color social status gender believe god
28405,0,making amazing memories one âïâïð lasvegas memoriesinthemaking
12561,1,12mill arrests60mill policecivilian encounters per yr usshootingsaccidentsabuse extremely rarethousâ
2373,0,join us
12575,0,new husband treating away 2 nights beautiful venue relaxation
4554,0,super excited getting work done tokifuji fanboy furry furries roleplay tokifuji
28317,1,many us find obamas policies repugnant make us liberal racecard exhausted
27490,1,israeli regime roots racism gaza palestine israel bds
7044,1,jcpenny ranting one one line said anything silence complicity racism speak peâ
16258,1,fuck donald trump never president opkkk optrump illegitimate oligarch plutocrat shill
24294,0,know lifes sad boss says hes gonna help find girlfriend
10679,1,great country australia israel australian opkillingbayãthecove shabbatshalomã
381,0,well gonna go see adtr bae
21534,0,another sneak peak weeks little project handcramp caligraphy fineliners
31458,0,hitting way close home understatement nj child porn arrest made southjersey school via
7705,0,ok social media detox drink take fb twitter tumblr patch checking tired
22563,0,new shoes always make ðððððð
2595,0,supposed alligators sosad heabroken
9008,0,colorsplurge gorilla simulator need adapt environment need tear city
6798,1,83 year old man still young enough teach sexism say women help
16877,1,newyearseve factophobia ale people 2017 whose use following words islamophobia feminism culturalenrichment
8696,0,best ummiido bestððð
2332,0,angels forget fly 20 july violets red roses blue thats ill stop loving
1793,0,life wants louisehayaffirmation positivity kundaliniyoga anahatachakra
22360,1,got done threatening coworker give money says black male illegal smh really
26682,1,wtf racism would done white mother proof group isâ
3923,0,moms hooooome yaaaaay soexcited
1937,0,school almost finish ð
6873,0,awesome basement transformation love paint color decor choices
4495,0,train nyc virginia ð ð travel traveling train newyorkcity amtrak â
5734,0,spread eagle stottpilates pilatespilatesteacher movement barcelona
27213,1,sad people feel treat others like scum religion race sexuality ect jcpenney râ
20027,0,remember youth creator de days youth b4 days troubles came youth day
2898,0,fathers day beautiful dads rest daddy sonny til together love miss always
23499,0,sunday remnants one person saturday night pay greenvillesc richardson streetâ
13336,0,gop pressures drumpf steer clear controversy presidential nominee needs hand held act like adult
30082,0,get see 2 days bringusonstage
5898,0,worked highschoolgraduation 2k16ð classof2016 diploma
3715,1,stop chelski fans equality diversity
520,0,looked easy till turn rap hiphop rock funny comedy pop kanyewest
26204,1,respect concept thrown window skinheads white supremacists amp kkk heededâ
16639,1,remark racist even uttered wife carlpaladino involved anything education
2639,1,cud 1000x wud blackonblack ris2016 antiblackness dogwhistle blacklivesmatter hamzayusuf
28592,0,pms end hate feeling feelings hatred bleed vagina bleed girlproblems unfocused tmi
30177,0,sunâïsunny sunnyday girl girly havingagoodtime summer therollingstonesâ
12708,1,libtard believe hate muslims suppo trump black woman damn slave
24571,1,arise sir mo farah country islamophobic immigrant hating chumps
22452,1,well theres surprise wonder much bit research cost
30526,0,bihday respected sir
15573,1,jeffsessions bigoted notfit job
21243,0,anti wenger agenda blurred sense rationality turn every scenario suit anti wenger agenda
31571,0,snails amp botnek stream snails amp botnek happy hour snails desktop mobile device
31094,0,ootd converse denim tshi shopping like4like l4l f4f instagood
25318,0,beach day babyâïlovingmyneicemoreandmoreeachdayguudlifeblessedgrateful familyðð¼
11427,1,allahsoil one denied civil rights religion emiratis 2016iâ
22579,1,eah pastor mmusimaimane perhaps prayer amp meditation respond spin thisâ
14933,1,appreciate randomly selected tsa airpo morning surly profiled
1225,0,multiconnexions difficult ask many languages measure happiness unâ
9263,0,incite like afraid upset isis lol exactly losing
12196,1,past 8 yrs despite demagoguery obstruction fearâ
27762,0,donald ð¹
21802,1,stellar year
16294,1,tbt young women relevant read women journalism
3474,1,talking obama bigotry stay topic
23306,1,smooth new years eve marijuana unleashed ibooks
5906,0,first time blue room firstdayatworkâ
30701,1,popefrancis called xenophobic trump would catholicchurch suppo
4055,1,nicola sturgeon sends christmas message surrounded white children brown kids nationalist nicola sâ
26135,0,think making progress ððð
3428,0,fail succeed
14797,0,really quick 20 minute flower painting love old palette soâ
21670,0,first five games 20162017mufc
20101,0,knowð always azzuri fan international football
665,0,competition ððµðððð¾âð¾ï
5694,0,maybe time conservatives amp working class americans really take stand
11488,0,guess doggy filter enough since parents get dog lol
5942,1,woman needs arrested prosecuted encouraging rape another race depoation
3847,0,aisdproud pss providing oppounities educational result amp developing parents leaders education
31749,0,amp love jacksonlevans sleep nap love itsalmostover relaxed
15960,0,today staying library writing time along
13982,0,finally sun shining berlin summer lauralalie haveabeautifulday
9374,1,st marks cathedral name racism antisemitism xenophobia sins komo news
28606,1,history america true progress
7828,1,graduated usa amp friends wanted 2 forget rector islam
3578,1,everything next 4 years neverump pussygrabberinchief idiocracy â
30837,0,tomorrow sons 2nd bihday pay bigboy 2years
21246,0,find better protein shake ive tried far gym diet fitness weightloss fatloss love
6328,0,good morning tokyo sleepy japan shangrilahotel selfie freckles
28798,1,white supremacy joke agree lying 2 wmn 2 get laid woh joking line thought
30332,0,twenty yearsð hapiness itsmybihday mybihday myday picturoftheday picâ
24186,1,kind people need erased eahs surface _
3153,0,megabus booked london hospitals open day thursday pharmacy earlystas
24623,0,mother parkinsons deep depression given docsmeds never quitter
14351,1,perhaps paladino feeling economic anxiety
8045,0,booked train london go see form exhibition
9413,0,clarity walk positive sunny thursday smile take walk help clears lotâ
2135,0,added company happy hens limited look hens jersey
31417,0,good evening ð¼ð¼ð¼ smile loved duty evening like4like follow4follow eve eveningâ
27876,1,mummersparade dna largelyunrepentant affair business existing
21295,1,silence betrays innocent activism hunger nofur animalrights noyulin eah wildlife vegan lgbt
15886,1,victim islamophobia adam saleh refers black people abeed slaves one sketches
7086,1,happy new year white people elected president treats women like crap biher disrespectful kkk suppoed white devil
3573,1,icymi 2016 complete washout antiracism change antiracism
19554,0,newyearnewyou bull hill climb reach target complete task survive strong
6059,1,like know buy pot local drug store marijuana unleashed ibooks â
24620,0,blocking someone run rings around pathetically empty argument childish thing
30302,1,chomsky israeli apaheid much worse south africa israel internationallaw occupation bds
12065,1,racist austin police ofc cameron staff cameronstaff camstaff officerstaff acab cowardcopsâ
24327,0,live alone get fever midle night snuggled blanket morning come
21191,1,alabama victoria secret shoppers face racial discrimination video cwt via
7170,0,foods healing body doplants healthy
4813,0,woh every dime bihday aloneonmybihday itsmymoney bestfriendisgunandwallet
5158,0,aw elijah blocked hu crying ðð
24429,0,reached sad news anton yelchins death unfair ripantonyeltchin
18859,1,thought 72 assistants gladshesgone nohope
26228,1,trumps hair mystery amp may hes averse appropriating tips black women
30600,1,like waronwomen amp guncontrol need russia bad guy excuse bad ideology tlot p2
27551,1,probably closeted whod posing wa black man long ago nuff said
26070,0,sunday funniesð comedy laugh sunday funny meme joke girl boy love hahaâ
5631,0,living street 10 extra trees improve happiness much 7 years younger walkable
29679,1,ever noticed word non black person word nigger black person yields almost reaction
14121,0,sad times computer decided fry send back supposmallstreams twitchfinest gamersunite
12793,1,aint hip trendy scalds aches chronic amp chokes like smog ever present sees aâ
11272,1,yall global may lose folks understand
23368,0,spontaneous train ticket purchase made good bargain ð cologne jb
23460,1,gracemugabe husband mugabe zimbabwe
16715,1,thoughts female fighters dolled promotions
11342,1,joking matter officers fired joke target practice black neighborhoods via
29719,0,carl bean love beautiful hate lgbt instadaily instagram
2635,0,watch facebook page new competition posted afternoon tgif fridayfeeling
20082,0,kicking european vacation tour buckinghampalace
15450,0,kudos compliant itaxnirahisi
13485,0,100 things grateful grateful positive productivity
7886,0,dream get handshake good smell like rosesâ xjapan dream ÏÏoâ
23589,1,govt lot answer racist
12431,0,purchased essential oilsð
8758,1,christians saying racist â protest denounce retweetâ
16158,0,comes time life got stop caring go whats meant happen peace truth
10267,1,noticed definitions bullying disabilities trying changed people hv
23482,1,wow really cool hardcoresex
20179,0,finally worked got amp tix manchester september
22201,0,motivation tip 5 choose motivationmonday bloggercake
5387,1,balls expose racist
17251,0,client charlotte restyle layered hairstyle brunette baylaygeombre fulwood salonâ
10519,0,terrible week news jocox murder tragic terribly sad sending prayers family londonmp murder
27969,0,pondi calling notexcited confused ðð
5620,0,simplified newlight cinemas time success work read love laugh newlightcinemas life
23487,1,hows mars bar charging guys Â5 entry girls Â2 isnt like modern sexism shamâ
26451,1,allahsoil enlightenment wasted wilfully blind â emiratis 2016in4words
15743,1,overexcited man attacked cat opening present cat repping trump yo
26724,1,dick always dick corrupttrump sexoffender notmyprez taxevader
31333,0,words fail senseless merciless orlandolove
12634,0,think good times
17619,1,new video super mario run sexist christmas ivankatrump manspreadingâ
29088,1,victim hatecrime called crcker truly understand feels like beâ
29751,0,sunday open day food time precious waste wisely sunday foodporn allday
14459,0,hatred towards human beings choices lives impact life whatever excuse hate
20270,1,mtv went fullretard video nzpol auspol merkel retard hispters mansplaining svpol theview
16523,1,white people expats rest us immigrants socialclass money privilege
25935,0,loooooong week weekend ððð weekend ð lotstodo ðð¾ð ððð x
